step,total_loss,presence_loss,type_loss,type_extra_loss,rotation_extra_loss,weighted_type_extra_loss,weighted_rotation_extra_loss,continuous_loss,center_loss,axis_loss,depth_loss,rotation_loss,center_grid_loss,weighted_center_grid_loss,center_axis_relative_loss,weighted_center_axis_relative_loss,parametric_total_loss,raster_total_loss,raster_bce_loss,raster_dice_loss,raster_soft_iou,raster_soft_dice,raster_loss_active,val_mask_iou_at_step,val_loss_at_step,is_best_step
1,129.91720581054688,0.7317806482315063,0.6848949193954468,0.6848949193954468,0.9897947311401367,0.0,0.0,0.44266757369041443,nan,nan,nan,nan,1280.57861328125,128.057861328125,-0.0,-0.0,129.91720581054688,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
100,2.013972520828247,0.054407622665166855,0.6040315628051758,0.6040315628051758,0.897317111492157,0.0,0.0,0.2569565176963806,nan,nan,nan,nan,10.98576831817627,1.0985769033432007,-0.0,-0.0,2.013972520828247,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
200,1.1121957302093506,0.01788279600441456,0.592437207698822,0.592437207698822,0.7718963623046875,0.0,0.0,0.24228736758232117,nan,nan,nan,nan,2.595884084701538,0.25958842039108276,0.0,0.0,1.1121957302093506,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
300,0.8523877859115601,0.008077270351350307,0.5644412040710449,0.5644412040710449,0.6726484298706055,0.0,0.0,0.2280704379081726,nan,nan,nan,nan,0.5179890990257263,0.05179890990257263,0.0,0.0,0.8523877859115601,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
400,0.7329201102256775,0.004719628021121025,0.49384602904319763,0.49384602904319763,0.6277894973754883,0.0,0.0,0.21261213719844818,nan,nan,nan,nan,0.21742363274097443,0.021742364391684532,0.0,0.0,0.7329201102256775,0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
500,0.5851556658744812,0.0031202551908791065,0.3546760380268097,0.3546760380268097,0.5914910435676575,0.0,0.0,0.19254234433174133,nan,nan,nan,nan,0.34817057847976685,0.034817058593034744,-0.0,-0.0,0.5851556658744812,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
600,0.361247718334198,0.0018252772279083729,0.17295023798942566,0.17295023798942566,0.5099603533744812,0.0,0.0,0.17156653106212616,nan,nan,nan,nan,0.1490570604801178,0.01490570604801178,-0.0,-0.0,0.361247718334198,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
700,0.2357892096042633,0.0008285518269985914,0.06041042506694794,0.06041042506694794,0.375008225440979,0.0,0.0,0.15058673918247223,nan,nan,nan,nan,0.23963503539562225,0.023963503539562225,-0.0,-0.0,0.2357892096042633,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
800,0.1671067327260971,0.0004370444512460381,0.021744851022958755,0.021744851022958755,0.3032084107398987,0.0,0.0,0.13013309240341187,nan,nan,nan,nan,0.1479174643754959,0.014791746623814106,-0.0,-0.0,0.1671067327260971,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
900,0.12940293550491333,0.00028219071100465953,0.010454169474542141,0.010454169474542141,0.25104430317878723,0.0,0.0,0.11064908653497696,nan,nan,nan,nan,0.08017490059137344,0.008017490617930889,-0.0,-0.0,0.12940293550491333,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1000,0.10336554795503616,0.0002099618868669495,0.005963789764791727,0.005963789764791727,0.2033970206975937,0.0,0.0,0.09313933551311493,nan,nan,nan,nan,0.040524568408727646,0.004052456934005022,-0.0,-0.0,0.10336554795503616,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1100,0.0848761796951294,0.00017709106032270938,0.004202140029519796,0.004202140029519796,0.1628076136112213,0.0,0.0,0.0775226578116417,nan,nan,nan,nan,0.029742950573563576,0.0029742950573563576,-0.0,-0.0,0.0848761796951294,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1200,0.08129014819860458,0.00014400537475012243,0.0031546931713819504,0.0031546931713819504,0.13416823744773865,0.0,0.0,0.06457234174013138,nan,nan,nan,nan,0.13419109582901,0.013419109396636486,-0.0,-0.0,0.08129014819860458,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
1300,0.06178081035614014,0.00011979264672845602,0.0025305747985839844,0.0025305747985839844,0.10979911684989929,0.0,0.0,0.05366711691021919,nan,nan,nan,nan,0.0546332411468029,0.005463324021548033,-0.0,-0.0,0.06178081035614014,-0.0,0.0,0.0,nan,nan,0.0,nan,nan,0
