candidate,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,bz_mse,composite,macro_area_composite,active_component_count,collapsed_component_count,out_of_image_center_count,avg_scale_x,avg_scale_y
current_forward_baseline_single_defect,42,test,overall,all,0.8,138,0.3556532255176734,0.49869201257478324,0.29221530602816076,1.126764996251201,2,68,69,0.12270939381003541,0.5621299320642958,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,area_bin,small,0.8,46,0.2562520813109319,0.37981734515391713,0.49132466551600545,1.2425571161914954,2,9,36,0.13693322378473924,0.14474476094884353,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,area_bin,medium,0.8,46,0.36324883622312476,0.5132799777893254,0.18909072380755396,1.1038396296941715,0,23,23,0.1334023892717517,0.6874380902048962,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,area_bin,large,0.8,46,0.4474587590189635,0.6029787147811075,0.19623052876092295,1.0389326828653398,0,36,10,0.09779256837361533,0.8542069450391481,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,signal_bin,low_signal,0.8,46,0.26466238281051174,0.39148262045949045,0.4193188227476665,1.2237452387132428,2,22,23,0.15468504344133419,0.23682618052233573,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,signal_bin,non_low_signal,0.8,92,0.40114864687125423,0.5522967086324296,0.22866354766840796,1.0803831411606593,0,46,46,0.10672156899438603,0.7247818078352759,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,defect_type,polygon,0.8,75,0.31586384101083426,0.44876378651362775,0.36234744063287305,1.1015032023599702,2,31,43,0.12504213558820387,0.40228018689158895,0.562129932064296,,,,,
current_forward_baseline_single_defect,42,test,defect_type,rotated_rect,0.8,63,0.4030215404067676,0.5581303769333016,0.20872466959397964,1.1560365986965953,0,37,26,0.11993232026459678,0.7524272477460895,0.562129932064296,,,,,
current_forward_baseline_single_defect,123,test,overall,all,0.8,138,0.35438839865611593,0.49654175885936574,0.27413117480977245,1.1315486547400189,2,72,66,0.13828182622007484,0.5767989827057093,0.5767989827057093,,,,,
current_forward_baseline_single_defect,123,test,area_bin,small,0.8,46,0.2590763001901988,0.3827585724295183,0.466906988589725,1.2964078756895931,2,6,40,0.1628416768356186,0.17492788402999204,0.5767989827057093,,,,,
