seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,source_dataset=multi_defect_pilot_v3,train,480,0.6111947063948401,0.745450943182183,0.1444711501828295,3.706184890951718,638.8041666666667,714.18125,0,0.39093453992779054,2.129166666666667,0.9,0.0,0.9,0.07708333333333334,0.041666666666666664,0.0,0.1,0.1,0.96875
all,source_dataset=single_pilot_v9,train,1206,0.6848446904951137,0.8088647683783552,0.1774549573911773,2.362516072808189,360.23714759535653,402.5422885572139,0,0.25431016869039874,1.0107794361525704,0.9925373134328358,0.9925373134328358,0.0041459369817578775,0.003316749585406302,0.0024875621890547263,0.0,0.007462686567164179,0.007462686567164179,0.9975124378109452
all,source_dataset=three_component_pilot_v4,train,960,0.7088316880841569,0.8185865262902852,0.07657587405235035,2.1332190474450043,428.67604166666666,434.475,0,0.25503376534519095,3.05625,0.9541666666666667,0.0010416666666666667,0.008333333333333333,0.9541666666666667,0.020833333333333332,0.0,0.036458333333333336,0.036458333333333336,0.9871527777777779
all,source_dataset=multi_defect_pilot_v3,val,120,0.5427549501778289,0.6792092467605025,0.1644195297845341,4.458851348133919,624.825,721.225,0,0.5150113297005494,2.191666666666667,0.825,0.0,0.825,0.15833333333333333,0.09166666666666666,0.0,0.175,0.175,0.9125
all,source_dataset=single_pilot_v9,val,297,0.6549245617207946,0.7883450229511975,0.20483111686935424,2.8686098050039197,328.07070707070704,343.4141414141414,0,0.283041125470741,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,source_dataset=three_component_pilot_v4,val,240,0.6191818256994606,0.7495887501123885,0.10746513996363584,3.0357564436026157,432.4625,429.975,0,0.35244968701153995,3.1041666666666665,0.9208333333333333,0.0,0.016666666666666666,0.9208333333333333,0.05416666666666667,0.0,0.0625,0.0625,0.9791666666666666
all,source_dataset=multi_defect_pilot_v3,test,120,0.5181254853526833,0.6562835853030735,0.19442086090397648,4.494651967078986,616.0583333333333,708.875,0,0.5555128273864587,2.225,0.8,0.0,0.8,0.18333333333333332,0.125,0.0,0.2,0.2,0.8916666666666667
all,source_dataset=single_pilot_v9,test,297,0.6485211706262591,0.7832065129138277,0.2359943061718121,2.557373729707236,344.34343434343435,372.6060606060606,0,0.28866470866030713,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,source_dataset=three_component_pilot_v4,test,240,0.6083151077862573,0.7221871284001272,0.11629260104512046,2.774296644437152,434.07916666666665,428.275,0,0.3940004801377654,2.995833333333333,0.8666666666666667,0.025,0.05416666666666667,0.8666666666666667,0.12916666666666668,0.0,0.05416666666666667,0.05416666666666667,0.9111111111111111
all,source_dataset=multi_defect_pilot_v3,all,720,0.584276543518312,0.7195494341320513,0.15612083190330475,3.9630404798366294,632.6833333333333,714.4708333333333,0,0.4390437194663617,2.1555555555555554,0.8708333333333333,0.0,0.8708333333333333,0.10833333333333334,0.06388888888888888,0.0,0.12916666666666668,0.12916666666666668,0.9465277777777777
all,source_dataset=single_pilot_v9,all,1800,0.6739144884689902,0.8012453982312272,0.19163101625388124,2.478173052008827,352.3072222222222,387.8466666666667,0,0.2647192756541901,1.0072222222222222,0.995,0.995,0.002777777777777778,0.0022222222222222222,0.0016666666666666668,0.0,0.005,0.005,0.9983333333333333
all,source_dataset=three_component_pilot_v4,all,1440,0.6771372809703908,0.7910203306122761,0.08834353953635962,2.390488212969964,430.2076388888889,432.69166666666666,0,0.2944308714216782,3.0541666666666667,0.9340277777777778,0.004861111111111111,0.017361111111111112,0.9340277777777778,0.044444444444444446,0.0,0.04375,0.04375,0.9731481481481482
all,source_pack=multi_defect_pilot_v3,train,480,0.6111947063948401,0.745450943182183,0.1444711501828295,3.706184890951718,638.8041666666667,714.18125,0,0.39093453992779054,2.129166666666667,0.9,0.0,0.9,0.07708333333333334,0.041666666666666664,0.0,0.1,0.1,0.96875
